Province,District,DS Division,GN Division,
Name,Name,Name,Name,
Central,Kandy,Thumpane,Meegahahena South,
Central,Kandy,Thumpane,Meegahahena,
Central,Kandy,Thumpane,Galabawa,
Central,Kandy,Thumpane,Kobbegala,
Central,Kandy,Thumpane,Ambagahahena,
Central,Kandy,Thumpane,Rokhill,
Central,Kandy,Thumpane,Akkarawatta,
Central,Kandy,Thumpane,Bonakot,
Central,Kandy,Thumpane,Haddapitiya,
Central,Kandy,Thumpane,Delgasyaya,
Central,Kandy,Thumpane,Gallenawatta,
Central,Kandy,Thumpane,Kandanhena East,
Central,Kandy,Thumpane,Namaltenna,
Central,Kandy,Thumpane,Alawattegama,
Central,Kandy,Thumpane,Kumburegama,
Central,Kandy,Thumpane,Ban Anga,
Central,Kandy,Thumpane,Ethamulla,
Central,Kandy,Thumpane,Palukopi Watta,
Central,Kandy,Thumpane,Damunugasthenna,
Central,Kandy,Thumpane,Galagedara West,
Central,Kandy,Thumpane,Udapitiya,
Central,Kandy,Thumpane,Galagedara Madige South,
Central,Kandy,Thumpane,Galagedara,
Central,Kandy,Thumpane,Galagedara Madige,
Central,Kandy,Thumpane,Pethigewela,
Central,Kandy,Thumpane,Udalagama,
Central,Kandy,Thumpane,Gunadaha,
Central,Kandy,Thumpane,Medagoda Pahala,
Central,Kandy,Thumpane,Opalla,
Central,Kandy,Thumpane,Gangodapitiya,
Central,Kandy,Thumpane,Pubbiliya,
Central,Kandy,Thumpane,Kannadeniya,
Central,Kandy,Thumpane,Barandara,
Central,Kandy,Thumpane,Kaluwana,
Central,Kandy,Thumpane,Kinigama West,
Central,Kandy,Thumpane,Kinigama East,
Central,Kandy,Thumpane,Ponnila,
Central,Kandy,Thumpane,Uduwa,
Central,Kandy,Thumpane,Medagoda Ihala,
Central,Kandy,Thumpane,Naranwala,
Central,Kandy,Thumpane,Hikgodawalpola,
Central,Kandy,Thumpane,Paranagama,
Central,Kandy,Thumpane,Wettewa,
Central,Kandy,Thumpane,Pavulpawa,
Central,Kandy,Thumpane,Kirindiwelpola,
Central,Kandy,Thumpane,Kuragama North,
Central,Kandy,Thumpane,Nikathenna,
Central,Kandy,Thumpane,Etambegoda,
Central,Kandy,Thumpane,Thahalpitiya,
Central,Kandy,Thumpane,Dehideniya,
Central,Kandy,Thumpane,Kandekumbura,
Central,Kandy,Thumpane,Diyapalagoda,
Central,Kandy,Thumpane,Niyangoda,
Central,Kandy,Thumpane,Niyambepola,
Central,Kandy,Thumpane,Henegama Palkumbura,
Central,Kandy,Thumpane,Idamegama,
Central,Kandy,Thumpane,Marawanagoda,
Central,Kandy,Thumpane,Adungama Palkumbura,
Central,Kandy,Thumpane,Kuragama,
Central,Kandy,Thumpane,Udahenepola,
Central,Kandy,Thumpane,Poholiyadda,
Central,Kandy,Thumpane,Hiyadala,
Central,Kandy,Thumpane,Pallekotuwa,
Central,Kandy,Thumpane,Hiyadala Walpola,
Central,Kandy,Thumpane,Minigamuwa,
Central,Kandy,Thumpane,Minigamuwa Ihala,
Central,Kandy,Thumpane,Thennewela,
Central,Kandy,Pujapitiya,Egodamulla North,
Central,Kandy,Pujapitiya,Ihalamulla,
Central,Kandy,Pujapitiya,Dehiwatta,
Central,Kandy,Pujapitiya,Egodamulla South,
Central,Kandy,Pujapitiya,Pahala Kithulgolla,
Central,Kandy,Pujapitiya,Alawatta,
Central,Kandy,Pujapitiya,Uda Kithulgolla,
Central,Kandy,Pujapitiya,Ankumbura South,
Central,Kandy,Pujapitiya,Ankumbura North,
Central,Kandy,Pujapitiya,Uggala Janapadaya,
Central,Kandy,Pujapitiya,Pallegama Pahala,
Central,Kandy,Pujapitiya,Welgala,
Central,Kandy,Pujapitiya,Ankumbura Udagama,
Central,Kandy,Pujapitiya,Kovilamuduna,
Central,Kandy,Pujapitiya,Galhinna,
Central,Kandy,Pujapitiya,Galkanda,
Central,Kandy,Pujapitiya,Palliya Kotuwa,
Central,Kandy,Pujapitiya,Batagolladeniya,
Central,Kandy,Pujapitiya,Watagalathenna,
Central,Kandy,Pujapitiya,Morankanda,
Central,Kandy,Pujapitiya,Wewala North,
Central,Kandy,Pujapitiya,Udahena,
Central,Kandy,Pujapitiya,Siyapathgama,
Central,Kandy,Pujapitiya,Pathirada,
Central,Kandy,Pujapitiya,Udahingulwala,
Central,Kandy,Pujapitiya,Pahala Hingulwala,
Central,Kandy,Pujapitiya,Rambukewela,
Central,Kandy,Pujapitiya,Godahena,
Central,Kandy,Pujapitiya,Kahatagasthenna,
Central,Kandy,Pujapitiya,Watagoda,
Central,Kandy,Pujapitiya,Dolapihilla North,
Central,Kandy,Pujapitiya,Dolapihilla South,
Central,Kandy,Pujapitiya,Weligalla,
Central,Kandy,Pujapitiya,Wewala,
Central,Kandy,Pujapitiya,Bokkawala,
Central,Kandy,Pujapitiya,Harankahawa,
Central,Kandy,Pujapitiya,Henegama,
Central,Kandy,Pujapitiya,Molagoda,
Central,Kandy,Pujapitiya,Waldeniya,
Central,Kandy,Pujapitiya,Medagoda,
Central,Kandy,Pujapitiya,Diddeniya,
Central,Kandy,Pujapitiya,Ovissa North,
Central,Kandy,Pujapitiya,Ovissa South,
Central,Kandy,Pujapitiya,Kiralagama,
Central,Kandy,Pujapitiya,Paleepana,
Central,Kandy,Pujapitiya,Dombagammana,
Central,Kandy,Pujapitiya,Uggahakumbura,
Central,Kandy,Pujapitiya,Marathugoda North,
Central,Kandy,Pujapitiya,Marathugoda South,
Central,Kandy,Pujapitiya,Ambaruppa,
Central,Kandy,Pujapitiya,Gallella,
Central,Kandy,Pujapitiya,Maruddana,
Central,Kandy,Pujapitiya,Alagoda,
Central,Kandy,Pujapitiya,Madadeniya,
Central,Kandy,Pujapitiya,Warakadeniya,
Central,Kandy,Pujapitiya,Batagalla North,
Central,Kandy,Pujapitiya,Bamunupola,
Central,Kandy,Pujapitiya,Batugoda North,
Central,Kandy,Pujapitiya,Batagalla South,
Central,Kandy,Pujapitiya,Batugoda South,
Central,Kandy,Pujapitiya,Diwanawatta,
Central,Kandy,Pujapitiya,Mullegama North,
Central,Kandy,Pujapitiya,Kahawatta North,
Central,Kandy,Pujapitiya,Kahawatta South,
Central,Kandy,Pujapitiya,Mullegama South,
Central,Kandy,Pujapitiya,Kaluwana South,
Central,Kandy,Pujapitiya,Kaluwana North,
Central,Kandy,Akurana,Rambuke Ela,
Central,Kandy,Akurana,Vilana Udagama,
Central,Kandy,Akurana,Vilana Pallegama,
Central,Kandy,Akurana,Walahena,
Central,Kandy,Akurana,Alawathugoda,
Central,Kandy,Akurana,Balakaduwa,
Central,Kandy,Akurana,Mawathupola,
Central,Kandy,Akurana,Arambepola,
Central,Kandy,Akurana,Delgasgoda,
Central,Kandy,Akurana,Dippitiya,
Central,Kandy,Akurana,Malwanahinna,
Central,Kandy,Akurana,Konakalagala,
Central,Kandy,Akurana,Malgamandeniya,
Central,Kandy,Akurana,Rathukoho,
Central,Kandy,Akurana,Marahela,
Central,Kandy,Akurana,Hureegolla,
Central,Kandy,Akurana,Neerella,
Central,Kandy,Akurana,Melchena,
Central,Kandy,Akurana,Bulugohothenna,
Central,Kandy,Akurana,Kasawatta,
Central,Kandy,Akurana,Udaweliketiya,
Central,Kandy,Akurana,Palleweliketiya,
Central,Kandy,Akurana,Dodangolla,
Central,Kandy,Akurana,Akurana,
Central,Kandy,Akurana,Delgasthenna,
Central,Kandy,Akurana,Kurugoda,
Central,Kandy,Akurana,Deegala,
Central,Kandy,Akurana,Pangollamada,
Central,Kandy,Akurana,Dunuvila North,
Central,Kandy,Akurana,Dunuvila South,
Central,Kandy,Akurana,Palle Deegala,
Central,Kandy,Akurana,Thelambugahawatta,
Central,Kandy,Akurana,Waragashinna,
Central,Kandy,Akurana,Kurudugahaela,
Central,Kandy,Akurana,Uggala,
Central,Kandy,Pathadumbara,Yatawara,
Central,Kandy,Pathadumbara,Yatawara Kandagama,
Central,Kandy,Pathadumbara,Ihala Yatawara,
Central,Kandy,Pathadumbara,Udurawana,
Central,Kandy,Pathadumbara,Doragamuwa,
Central,Kandy,Pathadumbara,Bogahakumbura,
Central,Kandy,Pathadumbara,Deegahawathura,
Central,Kandy,Pathadumbara,Mahakumbura,
Central,Kandy,Pathadumbara,Mandandawela,
Central,Kandy,Pathadumbara,Paranagama,
Central,Kandy,Pathadumbara,Aluthgama,
Central,Kandy,Pathadumbara,Walpaladeniya,
Central,Kandy,Pathadumbara,Puwakgahadeniya,
Central,Kandy,Pathadumbara,Wattegama,
Central,Kandy,Pathadumbara,Wattegama North,
Central,Kandy,Pathadumbara,Gunembill,
Central,Kandy,Pathadumbara,Eriyagasthenna,
Central,Kandy,Pathadumbara,Pitiyegedara,
Central,Kandy,Pathadumbara,Yatirawana,
Central,Kandy,Pathadumbara,Meegammana,
Central,Kandy,Pathadumbara,Meegammana West,
Central,Kandy,Pathadumbara,Galadeniya,
Central,Kandy,Pathadumbara,Udathalavinna,
Central,Kandy,Pathadumbara,Pallethalavinna Ihala,
Central,Kandy,Pathadumbara,Moonamale,
Central,Kandy,Pathadumbara,Kendaliyadda,
Central,Kandy,Pathadumbara,Girakaduwa,
Central,Kandy,Pathadumbara,Ambathenna,
Central,Kandy,Pathadumbara,Molagodayawatta,
Central,Kandy,Pathadumbara,Megodagama,
Central,Kandy,Pathadumbara,Egodagama,
Central,Kandy,Pathadumbara,Millanga,
Central,Kandy,Pathadumbara,Pallethalavinna,
Central,Kandy,Pathadumbara,Udathalavinna Madige,
Central,Kandy,Pathadumbara,Meegamawatta,
Central,Kandy,Pathadumbara,Madawala Madige,
Central,Kandy,Pathadumbara,Madawala,
Central,Kandy,Pathadumbara,Walala,
Central,Kandy,Pathadumbara,Ketakahala,
Central,Kandy,Pathadumbara,Thalkotuwa,
Central,Kandy,Pathadumbara,Napana,
Central,Kandy,Pathadumbara,Leemagahadeniya,
Central,Kandy,Pathadumbara,Pihilladeniya,
Central,Kandy,Pathadumbara,Gunnepana Madige,
Central,Kandy,Pathadumbara,Polgolla,
Central,Kandy,Pathadumbara,Balanagala,
Central,Kandy,Pathadumbara,Nawayalathenna,
Central,Kandy,Pathadumbara,Kahalla,
Central,Kandy,Pathadumbara,Kalugalawatta,
Central,Kandy,Pathadumbara,Galewatta,
Central,Kandy,Pathadumbara,Abasingama,
Central,Kandy,Pathadumbara,Hamindagoda,
Central,Kandy,Panvila,Kelebokka,
Central,Kandy,Panvila,Watakele,
Central,Kandy,Panvila,Mahapathana,
Central,Kandy,Panvila,Kosgama,
Central,Kandy,Panvila,Thawalanthenna,
Central,Kandy,Panvila,Gomaraya,
Central,Kandy,Panvila,Beddegama,
Central,Kandy,Panvila,Arattana,
Central,Kandy,Panvila,Madulkele,
Central,Kandy,Panvila,Hathale,
Central,Kandy,Panvila,Angammana,
Central,Kandy,Panvila,Udugoda,
Central,Kandy,Panvila,Pitawala,
Central,Kandy,Panvila,Panvila,
Central,Kandy,Udadumbara,Meemure,
Central,Kandy,Udadumbara,Kumbukgolla,
Central,Kandy,Udadumbara,Kaikawala,
Central,Kandy,Udadumbara,Pusseela,
Central,Kandy,Udadumbara,Karambaketiya,
Central,Kandy,Udadumbara,Gerandigala,
Central,Kandy,Udadumbara,Moonamalpelessa,
Central,Kandy,Udadumbara,Kalugala,
Central,Kandy,Udadumbara,Udailuka,
Central,Kandy,Udadumbara,Padupola,
Central,Kandy,Udadumbara,Udakumbura,
Central,Kandy,Udadumbara,Kalugaloya,
Central,Kandy,Udadumbara,Dumbaragama,
Central,Kandy,Udadumbara,Pallewela,
Central,Kandy,Udadumbara,Udawela,
Central,Kandy,Udadumbara,Kandegama,
Central,Kandy,Udadumbara,Wadawalakanda,
Central,Kandy,Udadumbara,Kobonilla,
Central,Kandy,Udadumbara,Pallekanda,
Central,Kandy,Udadumbara,Hanwella,
Central,Kandy,Udadumbara,Andideniya,
Central,Kandy,Udadumbara,Dambagahapitiya,
Central,Kandy,Udadumbara,Poppitiya,
Central,Kandy,Udadumbara,Oyathenna,
Central,Kandy,Udadumbara,Thalagune,
Central,Kandy,Udadumbara,Gedaramada,
Central,Kandy,Udadumbara,Kirigankumbura,
Central,Kandy,Udadumbara,Udadumbara,
Central,Kandy,Udadumbara,Nawanagala,
Central,Kandy,Udadumbara,Hunnasgiriya,
Central,Kandy,Udadumbara,Kiripattiya,
Central,Kandy,Udadumbara,Halyala,
Central,Kandy,Udadumbara,Mendiriya,
Central,Kandy,Udadumbara,Gangoda,
Central,Kandy,Udadumbara,Udapitawala,
Central,Kandy,Udadumbara,Mahawala,
Central,Kandy,Udadumbara,Pitawala Udagammedda,
Central,Kandy,Udadumbara,Godakumbura,
Central,Kandy,Udadumbara,Mediwaka,
Central,Kandy,Udadumbara,Karandagolla,
Central,Kandy,Udadumbara,Rambukwella East,
Central,Kandy,Udadumbara,Rambukwella West,
Central,Kandy,Udadumbara,Denapitiya,
Central,Kandy,Udadumbara,Nugethenna East,
Central,Kandy,Udadumbara,Nugethenna West,
Central,Kandy,Udadumbara,Kevulgama,
Central,Kandy,Udadumbara,Ganegala,
Central,Kandy,Udadumbara,Minuwangamuwa,
Central,Kandy,Udadumbara,Kalalgamuwa,
Central,Kandy,Udadumbara,Pitawala,
Central,Kandy,Udadumbara,Dewahandiya East,
Central,Kandy,Udadumbara,Hapukanda East,
Central,Kandy,Udadumbara,Hapukanda West,
Central,Kandy,Udadumbara,Madugalla Udagammedda,
Central,Kandy,Udadumbara,Madugalla North,
Central,Kandy,Udadumbara,Madugalla South,
Central,Kandy,Udadumbara,Pamunethenna,
Central,Kandy,Udadumbara,Devinnegama,
Central,Kandy,Udadumbara,Bambarabedda East,
Central,Kandy,Udadumbara,Bambarabedda West,
Central,Kandy,Udadumbara,Pitigoda,
Central,Kandy,Udadumbara,Kalawala,
Central,Kandy,Udadumbara,Dewahandiya West,
Central,Kandy,Minipe,Galamuduna,
Central,Kandy,Minipe,Dungolla,
Central,Kandy,Minipe,Thotillagas Ella,
Central,Kandy,Minipe,Palugolla,
Central,Kandy,Minipe,Wewere,
Central,Kandy,Minipe,Dehemigama,
Central,Kandy,Minipe,Himbutuwa,
Central,Kandy,Minipe,Udattawa North,
Central,Kandy,Minipe,Pallegaladebokka,
Central,Kandy,Minipe,Udagaladebokka,
Central,Kandy,Minipe,Udattawa,
Central,Kandy,Minipe,Dambagahawela,
Central,Kandy,Minipe,Kindigoda North,
Central,Kandy,Minipe,Udawela,
Central,Kandy,Minipe,Kindigoda South,
Central,Kandy,Minipe,Ulpathagama,
Central,Kandy,Minipe,Ambagolla,
Central,Kandy,Minipe,Dambepitiya,
Central,Kandy,Minipe,Welgahawadiya,
Central,Kandy,Minipe,Mahayaya North,
Central,Kandy,Minipe,08 Ela,
Central,Kandy,Minipe,Welgala,
Central,Kandy,Minipe,Mahayaya South,
Central,Kandy,Minipe,Thorapitiya,
Central,Kandy,Minipe,Keenapelessa,
Central,Kandy,Minipe,Mahagalaheenna,
Central,Kandy,Minipe,Hasalaka,
Central,Kandy,Minipe,Pallewatta,
Central,Kandy,Minipe,Hasalaka Nagaraya,
Central,Kandy,Minipe,Maha Eswedduma,
Central,Kandy,Minipe,Rathnella,
Central,Kandy,Minipe,Gurulupotha,
Central,Kandy,Minipe,Waragolla,
Central,Kandy,Minipe,Weragama,
Central,Kandy,Minipe,Bulathwelkandura,
Central,Kandy,Minipe,Weraganthota,
Central,Kandy,Minipe,Morayaya,
Central,Kandy,Minipe,Lunumadalaketiya,
Central,Kandy,Minipe,Diyabubula,
Central,Kandy,Minipe,Handaganawa,
Central,Kandy,Minipe,Batumulla,
Central,Kandy,Minipe,Udayagala,
Central,Kandy,Minipe,Asamodagamyaya,
Central,Kandy,Minipe,Ambagahapelessa,
Central,Kandy,Minipe,Muttettuthenna,
Central,Kandy,Minipe,Minipe,
Central,Kandy,Minipe,Kolonyaya,
Central,Kandy,Minipe,Bembiya,
Central,Kandy,Medadumbara,Elliyadda,
Central,Kandy,Medadumbara,Thunisgala,
Central,Kandy,Medadumbara,Gonawala,
Central,Kandy,Medadumbara,Thangappuwa,
Central,Kandy,Medadumbara,Kotaganga,
Central,Kandy,Medadumbara,Bulathwatta,
Central,Kandy,Medadumbara,Galabadawatta,
Central,Kandy,Medadumbara,Nagolla,
Central,Kandy,Medadumbara,Galkotuwa,
Central,Kandy,Medadumbara,Werapitiya,
Central,Kandy,Medadumbara,Werathenna,
Central,Kandy,Medadumbara,Randiwela,
Central,Kandy,Medadumbara,Bobebila,
Central,Kandy,Medadumbara,Duckwariya,
Central,Kandy,Medadumbara,Rangala Aluthwatta,
Central,Kandy,Medadumbara,Ferndail,
Central,Kandy,Medadumbara,Hakmana,
Central,Kandy,Medadumbara,Burnside,
Central,Kandy,Medadumbara,Rangala,
Central,Kandy,Medadumbara,Weladaramba,
Central,Kandy,Medadumbara,Makuldeniya,
Central,Kandy,Medadumbara,Waradiwela,
Central,Kandy,Medadumbara,Giddawa-Waradiwela,
Central,Kandy,Medadumbara,Dunhinna,
Central,Kandy,Medadumbara,Maneluwa,
Central,Kandy,Medadumbara,Giddawa,
Central,Kandy,Medadumbara,Weliketiya,
Central,Kandy,Medadumbara,Putuhapuwa,
Central,Kandy,Medadumbara,Udabage,
Central,Kandy,Medadumbara,Amupitiya,
Central,Kandy,Medadumbara,Godamunna,
Central,Kandy,Medadumbara,Katugoda,
Central,Kandy,Medadumbara,Heeloya,
Central,Kandy,Medadumbara,Kandekumbura,
Central,Kandy,Medadumbara,Retiyagama,
Central,Kandy,Medadumbara,Poddalgoda,
Central,Kandy,Medadumbara,Nilgala,
Central,Kandy,Medadumbara,Madeniyawaka,
Central,Kandy,Medadumbara,Embalagama,
Central,Kandy,Medadumbara,Siridigana,
Central,Kandy,Medadumbara,Nugepathana,
Central,Kandy,Medadumbara,Watapana,
Central,Kandy,Medadumbara,Ambalagala,
Central,Kandy,Medadumbara,Gangasirigama,
Central,Kandy,Medadumbara,Madapola,
Central,Kandy,Medadumbara,Kandegama,
Central,Kandy,Medadumbara,Randeniya,
Central,Kandy,Medadumbara,Pallebage,
Central,Kandy,Medadumbara,Gabbela,
Central,Kandy,Medadumbara,Udispattuwa,
Central,Kandy,Medadumbara,Ranmulla,
Central,Kandy,Medadumbara,Maharawela,
Central,Kandy,Medadumbara,Kurukohogama,
Central,Kandy,Medadumbara,Kiribattalawa,
Central,Kandy,Medadumbara,Hathiyalwela,
Central,Kandy,Medadumbara,Mangoda,
Central,Kandy,Medadumbara,Rambukpotha,
Central,Kandy,Medadumbara,Namandagala,
Central,Kandy,Medadumbara,Metideniya,
Central,Kandy,Medadumbara,Doraliyadda South,
Central,Kandy,Medadumbara,Wegala,
Central,Kandy,Medadumbara,Meegahamaditta,
Central,Kandy,Medadumbara,Rambukwella - East,
Central,Kandy,Medadumbara,Rambukwella,
Central,Kandy,Medadumbara,Udawela,
Central,Kandy,Medadumbara,Wellethota,
Central,Kandy,Medadumbara,Vilamuna,
Central,Kandy,Medadumbara,Karalliyadda,
Central,Kandy,Medadumbara,Ambagahalanda,
Central,Kandy,Medadumbara,Hijrapura,
Central,Kandy,Medadumbara,Galambalama,
Central,Kandy,Medadumbara,Maberiyathenna,
Central,Kandy,Medadumbara,Ellepola,
Central,Kandy,Medadumbara,Wewegama,
Central,Kandy,Medadumbara,Senarathwela,
Central,Kandy,Medadumbara,Nithulemada,
Central,Kandy,Medadumbara,Udathenna,
Central,Kandy,Medadumbara,Medamahanuwara,
Central,Kandy,Medadumbara,Bomure,
Central,Kandy,Medadumbara,Rajagala,
Central,Kandy,Medadumbara,Wathuliyadda,
Central,Kandy,Medadumbara,Moragahamula,
Central,Kandy,Medadumbara,Mahadoraliyadda,
Central,Kandy,Medadumbara,Puwakgahadiwela,
Central,Kandy,Medadumbara,Ambale,
Central,Kandy,Medadumbara,Meeriyagolla,
Central,Kandy,Medadumbara,Bambaragahadeniya,
Central,Kandy,Medadumbara,Meegahalanda,
Central,Kandy,Medadumbara,Sandasiri Dunuvila,
Central,Kandy,Medadumbara,Thennalanda,
Central,Kandy,Medadumbara,Udagammedda,
Central,Kandy,Medadumbara,Welapahala,
Central,Kandy,Medadumbara,Meda Gammedda,
Central,Kandy,Kundasale,Dunuhappawa,
Central,Kandy,Kundasale,Naranpanawa West,
Central,Kandy,Kundasale,Kandekumbura,
Central,Kandy,Kundasale,Alawathugirigama,
Central,Kandy,Kundasale,Galpihilla,
Central,Kandy,Kundasale,Makkanigama,
Central,Kandy,Kundasale,Wavinna,
Central,Kandy,Kundasale,Pallegama,
Central,Kandy,Kundasale,Maharathenna West,
Central,Kandy,Kundasale,Udagama North,
Central,Kandy,Kundasale,Ihala Gonagama,
Central,Kandy,Kundasale,Delgaslanda,
Central,Kandy,Kundasale,Lunuketiyamaditta,
Central,Kandy,Kundasale,Naranpanawa East,
Central,Kandy,Kundasale,Kuruambemuduna,
Central,Kandy,Kundasale,Maluwegama,
Central,Kandy,Kundasale,Wepathana,
Central,Kandy,Kundasale,Gonawala North,
Central,Kandy,Kundasale,Deliwalathenna,
Central,Kandy,Kundasale,Heepitiya,
Central,Kandy,Kundasale,Udagama South,
Central,Kandy,Kundasale,Maharathenna East,
Central,Kandy,Kundasale,Menikhinna,
Central,Kandy,Kundasale,Hurikaduwa North,
Central,Kandy,Kundasale,Hurikaduwa West,
Central,Kandy,Kundasale,Bogaskumbura,
Central,Kandy,Kundasale,Pilawala North,
Central,Kandy,Kundasale,Amunugama North,
Central,Kandy,Kundasale,Amunugama South,
Central,Kandy,Kundasale,Udagunnepana South,
Central,Kandy,Kundasale,Udagunnepana North,
Central,Kandy,Kundasale,Gabadagama South,
Central,Kandy,Kundasale,Gabadagama North,
Central,Kandy,Kundasale,Pallegunnepana South,
Central,Kandy,Kundasale,Pallegunnepana North,
Central,Kandy,Kundasale,Sirimalwatta West,
Central,Kandy,Kundasale,Sirimalwatta East,
Central,Kandy,Kundasale,Sirimalwatta Pallegama,
Central,Kandy,Kundasale,Lewellagama,
Central,Kandy,Kundasale,Degaldoruwa,
